Land_Area_acres,Temperature_C,Humidity_pct,Rainfall_mm,WindSpeed_kmph,Soil_Type,Crop_Type,Crop_Stage,Season,Water_Required_Litres
2.9,39.9,25.5,7.5,1.6,Silty,Wheat,Seedling,Summer,67176.5
7.92,31.2,65.9,20.3,18.6,Loamy,Wheat,Harvest,Monsoon,162961.8
6.86,39.6,80.9,17.1,7.7,Silty,Wheat,Seedling,Monsoon,144079.6
7.89,37.3,48.4,11.8,20.3,Clay,Sugarcane,Growth,Summer,235811.8
1.22,30.7,70.4,14.8,20.9,Silty,Cotton,Seedling,Monsoon,22339.3
8.06,30.9,51.4,13.1,15.2,Silty,Rice,Harvest,Monsoon,199291.7
8.31,37.1,37.0,8.1,26.7,Clay,Wheat,Harvest,Summer,167140.5
2.17,33.9,62.4,23.6,14.5,Clay,Cotton,Flowering,Monsoon,44515.6
3.56,29.2,53.1,2.0,26.4,Loamy,Sugarcane,Harvest,Summer,103888.7
3.7,26.9,42.3,8.4,10.2,Silty,Cotton,Seedling,Winter,81718.4
5.41,43.7,70.6,11.5,14.7,Loamy,Sugarcane,Harvest,Summer,156784.0
4.76,38.0,55.9,2.6,17.4,Clay,Cotton,Flowering,Summer,125015.7
4.54,26.0,51.7,17.7,13.6,Silty,Maize,Growth,Monsoon,107154.6
1.65,31.7,72.7,16.7,5.7,Clay,Maize,Flowering,Summer,32577.3
9.81,32.7,45.9,12.3,9.1,Loamy,Maize,Seedling,Summer,238513.2
9.76,26.9,99.8,11.3,3.1,Sandy,Cotton,Flowering,Monsoon,298457.8
4.96,18.6,29.0,22.5,7.6,Clay,Rice,Seedling,Winter,111522.9
4.31,28.3,39.4,13.5,28.5,Sandy,Wheat,Seedling,Summer,104546.9
5.8,32.4,29.2,0.0,6.8,Clay,Sugarcane,Harvest,Winter,148686.6
3.32,34.3,64.2,12.0,22.2,Loamy,Wheat,Flowering,Monsoon,85398.3
6.77,30.3,51.2,15.1,4.7,Clay,Sugarcane,Harvest,Summer,165628.5
3.27,34.0,61.9,7.0,7.0,Silty,Cotton,Growth,Summer,80327.4
4.54,28.5,66.3,24.5,8.0,Loamy,Rice,Seedling,Monsoon,113669.9
2.08,17.3,34.3,12.6,14.1,Silty,Sugarcane,Flowering,Winter,63149.9
5.25,22.4,31.3,9.1,26.7,Silty,Cotton,Flowering,Winter,139233.4
0.75,44.2,43.2,0.0,30.0,Silty,Cotton,Seedling,Summer,28605.3
7.75,29.4,28.6,7.1,27.5,Loamy,Cotton,Harvest,Summer,178084.4
6.53,30.5,46.7,0.0,3.1,Loamy,Maize,Harvest,Winter,153207.6
7.09,27.4,42.1,0.0,22.8,Sandy,Sugarcane,Seedling,Winter,256589.6
3.49,31.4,67.2,14.9,0.0,Clay,Sugarcane,Seedling,Winter,86701.0
2.28,18.0,37.4,0.0,13.3,Sandy,Wheat,Flowering,Winter,62653.3
5.72,17.8,58.8,20.6,18.3,Loamy,Wheat,Flowering,Winter,129538.3
5.73,39.3,56.0,23.1,25.2,Sandy,Sugarcane,Seedling,Monsoon,200115.0
6.65,27.1,50.2,0.0,25.0,Clay,Wheat,Harvest,Summer,132328.3
5.74,24.8,57.4,15.1,22.4,Loamy,Rice,Flowering,Winter,188222.1
7.84,20.3,72.3,4.9,21.8,Clay,Wheat,Harvest,Winter,149883.0
5.62,25.4,37.4,16.8,11.3,Silty,Wheat,Growth,Winter,123648.5
5.93,38.2,37.9,1.2,27.4,Clay,Sugarcane,Growth,Summer,184839.1
5.21,40.1,77.3,19.8,10.0,Sandy,Sugarcane,Seedling,Summer,178472.4
5.5,27.8,50.8,19.6,2.2,Silty,Maize,Harvest,Winter,114900.5
6.67,15.4,67.8,0.0,11.4,Silty,Sugarcane,Seedling,Winter,186760.0
6.37,27.3,25.2,18.3,13.0,Sandy,Rice,Harvest,Summer,183767.1
2.08,24.9,53.8,3.6,23.9,Silty,Maize,Flowering,Winter,56360.3
4.59,28.7,46.2,6.3,2.4,Clay,Cotton,Growth,Summer,104167.2
5.23,27.1,75.4,27.0,7.6,Silty,Rice,Harvest,Monsoon,118269.6
9.06,28.1,63.3,42.3,9.0,Clay,Maize,Harvest,Monsoon,176371.4
8.53,30.0,79.4,4.9,3.2,Clay,Cotton,Flowering,Summer,208422.3
5.96,26.1,100.0,16.5,17.0,Sandy,Cotton,Harvest,Monsoon,135135.3
8.41,21.6,51.7,0.0,24.1,Loamy,Wheat,Flowering,Winter,221997.7
6.94,30.8,42.5,22.4,18.8,Sandy,Maize,Harvest,Monsoon,172383.5
0.82,26.7,49.3,1.5,8.9,Clay,Wheat,Growth,Winter,16885.7
1.76,33.4,55.0,13.6,4.9,Clay,Maize,Flowering,Monsoon,40256.2
8.14,25.0,58.0,4.0,29.0,Clay,Cotton,Flowering,Winter,202666.2
1.36,31.2,51.6,0.0,20.2,Clay,Maize,Seedling,Winter,32402.4
6.91,27.1,80.8,7.6,16.8,Loamy,Rice,Harvest,Winter,176274.6
9.14,23.5,44.0,7.1,29.9,Sandy,Rice,Growth,Winter,330831.6
8.93,35.4,38.9,10.0,28.5,Clay,Cotton,Growth,Summer,211201.1
8.91,34.7,75.1,3.5,1.0,Silty,Wheat,Harvest,Monsoon,183927.8
4.72,41.7,54.2,2.1,20.6,Silty,Rice,Harvest,Summer,124683.0
3.12,43.8,41.2,9.6,19.2,Sandy,Rice,Flowering,Summer,140657.5
2.81,36.9,52.3,0.0,24.9,Loamy,Cotton,Growth,Summer,82656.0
8.22,33.7,57.5,5.5,25.8,Loamy,Wheat,Flowering,Summer,222226.0
8.09,34.8,48.2,3.4,0.4,Loamy,Cotton,Flowering,Summer,234183.7
0.65,32.8,58.0,0.0,14.3,Silty,Cotton,Seedling,Winter,17297.5
4.79,33.6,54.2,4.2,23.5,Silty,Sugarcane,Seedling,Summer,141939.2
1.08,28.0,37.1,14.8,13.3,Sandy,Maize,Growth,Winter,25135.2
1.12,30.0,35.9,0.0,21.4,Clay,Cotton,Flowering,Winter,33183.4
4.81,22.0,76.3,28.8,26.3,Loamy,Sugarcane,Harvest,Monsoon,122508.4
8.94,29.8,41.3,12.5,12.5,Sandy,Maize,Harvest,Winter,228524.1
3.47,23.0,56.1,7.6,25.0,Sandy,Sugarcane,Seedling,Winter,117653.7
7.57,24.1,57.2,0.0,17.6,Silty,Rice,Harvest,Winter,188914.6
3.86,34.9,59.3,22.2,8.6,Silty,Maize,Seedling,Monsoon,83700.9
5.99,34.2,59.7,12.6,25.4,Silty,Cotton,Flowering,Summer,161386.0
1.59,16.9,37.8,17.2,24.6,Sandy,Cotton,Flowering,Winter,31135.2
0.78,15.0,46.2,0.0,10.2,Sandy,Wheat,Growth,Winter,12883.9
5.88,32.4,60.4,8.5,15.9,Clay,Sugarcane,Harvest,Winter,146506.0
3.74,24.6,45.0,11.6,28.2,Sandy,Rice,Growth,Winter,129955.5
2.0,32.0,66.9,12.1,18.2,Clay,Maize,Growth,Monsoon,43967.3
7.67,36.8,45.9,8.2,20.3,Clay,Cotton,Flowering,Summer,195970.3
0.93,26.7,49.5,10.4,23.0,Silty,Maize,Flowering,Winter,21204.2
1.64,36.6,49.8,0.0,11.4,Loamy,Cotton,Flowering,Winter,54928.9
1.18,30.9,65.8,34.0,17.3,Clay,Sugarcane,Flowering,Monsoon,21149.2
1.59,30.3,59.0,4.0,28.4,Clay,Maize,Seedling,Summer,35867.3
4.65,35.3,70.0,0.0,9.3,Silty,Wheat,Flowering,Summer,120937.3
7.9,34.2,42.6,4.7,15.3,Silty,Maize,Growth,Summer,207802.2
2.74,34.9,59.3,12.7,2.3,Clay,Sugarcane,Harvest,Summer,66017.0
6.97,36.9,37.6,1.6,9.7,Silty,Wheat,Harvest,Monsoon,149461.0
1.15,19.0,30.3,0.0,2.2,Clay,Sugarcane,Seedling,Winter,27989.3
1.04,22.5,76.6,12.4,25.7,Clay,Sugarcane,Seedling,Winter,20516.1
4.77,27.5,54.2,15.5,1.9,Sandy,Maize,Seedling,Monsoon,120118.2
5.29,35.4,72.8,8.1,29.7,Loamy,Maize,Flowering,Summer,158186.1
9.22,21.2,57.4,0.0,19.4,Sandy,Maize,Seedling,Winter,251462.1
5.8,19.9,44.9,17.5,19.7,Loamy,Maize,Seedling,Winter,131815.5
6.04,38.7,43.5,0.0,3.9,Sandy,Maize,Harvest,Summer,164022.3
6.61,18.9,58.6,0.0,24.9,Sandy,Sugarcane,Flowering,Winter,299746.6
0.67,26.5,59.4,13.7,6.8,Loamy,Wheat,Seedling,Winter,11308.7
3.31,33.1,31.3,4.5,22.2,Sandy,Maize,Growth,Summer,110150.3
6.17,39.9,74.1,6.9,5.0,Clay,Rice,Harvest,Summer,143937.6
3.96,21.0,66.3,28.6,8.5,Clay,Wheat,Growth,Monsoon,68810.4
3.44,27.7,44.4,0.5,13.2,Silty,Sugarcane,Harvest,Winter,94557.8
9.68,29.1,52.6,0.9,7.5,Clay,Maize,Seedling,Summer,213162.4
7.26,32.4,55.1,20.5,27.2,Loamy,Sugarcane,Seedling,Monsoon,217806.3
9.49,31.0,62.7,0.0,27.9,Clay,Rice,Harvest,Summer,223266.4
5.27,33.4,54.1,6.1,3.0,Silty,Wheat,Growth,Summer,122923.0
0.86,29.3,47.3,0.9,21.2,Clay,Cotton,Seedling,Winter,20304.7
9.11,34.6,78.5,0.0,15.8,Sandy,Maize,Growth,Summer,285275.2
3.36,32.6,51.6,16.4,18.7,Sandy,Rice,Harvest,Summer,95675.4
6.17,30.6,35.5,3.7,0.0,Silty,Wheat,Harvest,Summer,128403.9
2.28,25.9,99.9,31.1,2.0,Sandy,Sugarcane,Harvest,Monsoon,49382.7
0.91,28.8,48.6,19.0,10.3,Sandy,Cotton,Flowering,Winter,14745.4
1.77,25.9,23.7,0.8,5.3,Clay,Sugarcane,Growth,Winter,53567.1
8.21,32.5,20.0,10.2,23.7,Sandy,Maize,Flowering,Summer,287852.7
5.4,30.8,61.0,20.4,19.4,Silty,Maize,Seedling,Monsoon,119949.6
8.73,23.7,76.6,0.0,13.2,Clay,Maize,Growth,Winter,204942.4
5.21,27.0,32.0,15.6,8.0,Sandy,Sugarcane,Seedling,Winter,177923.7
4.59,30.8,46.3,15.3,9.2,Clay,Wheat,Harvest,Summer,86953.1
3.84,38.5,45.2,0.0,18.4,Clay,Maize,Seedling,Summer,90409.9
1.21,25.0,75.0,20.0,0.9,Clay,Rice,Growth,Monsoon,19041.3
1.14,27.0,55.2,25.9,17.0,Loamy,Sugarcane,Flowering,Monsoon,25445.8
4.03,29.5,41.7,0.0,7.5,Sandy,Rice,Growth,Summer,150224.9
5.24,29.3,56.4,2.9,23.2,Clay,Wheat,Flowering,Winter,124310.9
7.09,25.8,57.7,9.4,21.4,Sandy,Maize,Flowering,Winter,234300.5
7.24,31.4,34.5,15.6,25.5,Loamy,Maize,Growth,Monsoon,194613.5
1.65,36.0,39.4,0.0,17.2,Clay,Cotton,Growth,Summer,44853.4
6.31,35.2,63.8,8.2,21.5,Clay,Cotton,Harvest,Summer,130271.4
7.81,42.0,83.0,14.5,20.4,Silty,Wheat,Growth,Monsoon,182578.4
7.79,30.7,20.0,12.2,1.7,Sandy,Cotton,Growth,Summer,229647.7
3.39,31.5,71.2,0.0,26.8,Sandy,Maize,Growth,Summer,108758.3
6.53,39.8,61.8,31.1,18.4,Sandy,Cotton,Growth,Monsoon,181154.7
6.12,34.2,83.1,18.0,25.3,Sandy,Rice,Seedling,Monsoon,188005.6
0.93,23.3,66.5,13.8,6.3,Clay,Cotton,Seedling,Monsoon,15031.8
5.23,23.1,58.9,18.1,24.2,Clay,Maize,Harvest,Monsoon,103387.4
1.19,38.5,58.5,11.9,13.9,Silty,Cotton,Growth,Summer,29625.1
3.47,23.7,100.0,15.4,22.8,Sandy,Maize,Growth,Monsoon,85900.3
4.93,29.2,42.1,6.4,1.5,Clay,Cotton,Harvest,Winter,100017.3
2.86,39.5,20.0,4.1,4.8,Clay,Sugarcane,Flowering,Summer,101957.6
5.23,31.8,66.8,1.8,29.0,Loamy,Cotton,Flowering,Summer,153555.0
0.96,15.0,51.0,0.0,16.1,Sandy,Sugarcane,Growth,Winter,29452.1
8.88,25.4,54.9,26.1,1.4,Sandy,Cotton,Growth,Monsoon,240112.5
3.94,30.3,57.9,5.6,29.7,Sandy,Wheat,Seedling,Winter,99351.5
4.24,21.0,36.6,2.3,4.3,Clay,Cotton,Seedling,Winter,88250.8
0.93,33.0,23.6,0.5,26.8,Loamy,Maize,Flowering,Summer,39618.4
2.04,29.7,64.2,13.3,10.1,Clay,Cotton,Flowering,Monsoon,43477.0
5.01,29.9,66.5,15.5,23.9,Sandy,Cotton,Harvest,Summer,119371.4
3.02,29.2,70.3,6.5,17.3,Sandy,Cotton,Harvest,Monsoon,72255.4
2.12,28.4,39.5,9.2,7.3,Sandy,Wheat,Seedling,Monsoon,48806.1
4.69,31.3,63.3,15.0,12.3,Clay,Rice,Growth,Winter,121407.2
5.43,26.7,84.7,13.1,5.2,Silty,Cotton,Flowering,Monsoon,132792.5
6.92,29.3,53.6,6.9,7.9,Clay,Wheat,Growth,Monsoon,149568.0
3.15,27.1,89.8,3.1,6.2,Clay,Maize,Harvest,Winter,62012.2
3.81,33.9,63.9,24.0,20.3,Clay,Sugarcane,Flowering,Monsoon,115595.6
9.57,34.0,62.0,3.4,13.3,Silty,Sugarcane,Growth,Summer,315385.8
2.42,25.5,62.4,30.2,8.1,Sandy,Cotton,Growth,Monsoon,43774.9
2.8,33.0,59.0,20.4,9.9,Clay,Rice,Growth,Monsoon,68556.4
0.55,32.3,73.7,19.4,19.6,Clay,Sugarcane,Growth,Monsoon,9590.3
7.68,21.9,69.5,7.9,17.2,Sandy,Wheat,Harvest,Winter,172624.2
8.88,33.8,53.7,4.1,25.1,Clay,Wheat,Flowering,Summer,212851.2
8.83,33.0,69.4,11.5,13.6,Clay,Wheat,Harvest,Summer,171329.1
3.09,33.0,38.2,16.3,19.4,Loamy,Rice,Flowering,Summer,104153.8
8.01,28.5,56.3,11.2,12.2,Clay,Cotton,Flowering,Monsoon,195180.9
1.32,25.4,100.0,32.8,14.3,Loamy,Rice,Flowering,Monsoon,20616.4
4.14,25.3,20.0,0.9,0.3,Silty,Wheat,Seedling,Winter,90213.6
6.84,32.6,44.7,12.6,15.1,Silty,Rice,Flowering,Winter,221702.1
3.99,35.5,57.9,12.6,18.2,Clay,Cotton,Harvest,Summer,81241.8
7.69,36.8,76.6,7.9,20.4,Sandy,Cotton,Harvest,Monsoon,193787.7
5.52,30.7,59.1,14.3,15.2,Loamy,Wheat,Flowering,Winter,138813.4
8.62,27.4,57.6,8.6,17.5,Sandy,Cotton,Harvest,Winter,212900.1
8.18,28.5,61.5,0.0,20.2,Silty,Rice,Harvest,Winter,206016.5
2.92,32.5,49.5,0.0,1.4,Silty,Rice,Seedling,Summer,79327.5
9.38,40.6,48.5,3.8,4.1,Clay,Maize,Harvest,Summer,200705.3
4.76,28.1,33.9,13.5,19.9,Loamy,Maize,Seedling,Winter,113905.5
2.2,28.0,69.9,35.0,22.7,Silty,Sugarcane,Harvest,Monsoon,46282.6
5.55,33.7,50.2,12.4,8.3,Sandy,Rice,Harvest,Summer,162697.9
6.34,35.1,55.6,0.0,20.2,Sandy,Wheat,Seedling,Summer,165060.5
4.32,32.0,25.6,1.7,23.3,Loamy,Cotton,Flowering,Summer,133288.7
2.72,24.2,55.9,22.1,7.1,Loamy,Cotton,Growth,Monsoon,54380.3
4.43,15.9,83.9,12.3,26.4,Loamy,Sugarcane,Harvest,Winter,115078.0
0.95,32.0,42.0,6.6,12.5,Loamy,Maize,Harvest,Winter,22519.3
2.25,25.7,36.2,22.6,9.0,Loamy,Sugarcane,Seedling,Monsoon,58486.0
5.84,22.5,47.2,5.2,19.4,Clay,Maize,Seedling,Winter,125907.3
5.59,38.4,63.8,7.5,18.1,Sandy,Rice,Growth,Summer,207677.4
8.14,29.0,46.1,4.0,10.0,Sandy,Wheat,Growth,Monsoon,224235.2
9.64,36.3,49.5,0.0,27.4,Loamy,Sugarcane,Growth,Summer,345466.8
5.74,20.5,62.6,1.1,15.4,Clay,Sugarcane,Seedling,Winter,149267.6
8.13,33.0,36.8,22.9,27.4,Silty,Maize,Harvest,Monsoon,178759.4
0.93,35.0,47.3,0.0,21.6,Silty,Wheat,Growth,Summer,28679.6
3.63,22.8,39.8,2.4,16.5,Silty,Maize,Harvest,Winter,79995.9
9.68,29.6,48.4,19.2,4.2,Clay,Wheat,Seedling,Monsoon,191662.0
5.48,30.4,71.0,1.0,22.9,Clay,Wheat,Growth,Summer,121266.6
1.15,40.9,51.0,0.0,20.0,Clay,Sugarcane,Seedling,Summer,37110.7
0.56,35.0,62.7,20.8,21.7,Silty,Rice,Harvest,Monsoon,9733.5
8.16,36.8,54.2,8.1,15.8,Silty,Maize,Harvest,Summer,184092.6
1.25,27.6,39.2,6.5,20.9,Silty,Rice,Seedling,Winter,32918.9
1.39,20.9,61.9,0.0,2.5,Clay,Maize,Seedling,Winter,26145.2
9.0,29.1,54.1,22.1,20.8,Clay,Maize,Seedling,Summer,191560.4
9.28,39.6,50.5,18.1,27.9,Silty,Rice,Growth,Monsoon,276187.8
6.08,29.5,79.9,3.4,9.0,Loamy,Cotton,Harvest,Monsoon,134659.1
6.93,25.9,86.9,35.2,21.7,Silty,Rice,Seedling,Monsoon,166136.5
4.65,45.0,36.2,16.5,28.6,Clay,Maize,Seedling,Summer,106603.7
6.52,20.3,50.8,12.9,20.4,Clay,Rice,Flowering,Winter,183857.6
8.08,28.1,75.6,22.8,11.4,Loamy,Sugarcane,Flowering,Monsoon,294872.5
3.93,39.3,50.4,1.0,4.0,Loamy,Sugarcane,Harvest,Summer,117348.2
5.79,33.1,62.1,21.0,10.6,Sandy,Cotton,Flowering,Monsoon,174673.1
8.71,33.7,64.3,19.8,27.2,Loamy,Cotton,Growth,Summer,222281.5
7.01,40.5,58.2,10.2,14.8,Sandy,Wheat,Harvest,Summer,168105.1
3.12,23.0,50.6,4.9,18.8,Loamy,Sugarcane,Seedling,Winter,92273.0
1.79,38.8,62.8,2.7,18.6,Silty,Sugarcane,Flowering,Summer,71684.8
4.59,32.7,63.7,11.7,6.0,Silty,Wheat,Harvest,Monsoon,91548.1
9.7,36.0,48.0,0.0,29.0,Loamy,Maize,Harvest,Winter,232754.6
3.16,17.3,76.1,13.5,5.4,Sandy,Sugarcane,Growth,Winter,104161.8
4.67,41.3,52.8,2.4,25.4,Clay,Sugarcane,Growth,Winter,146599.0
6.52,35.0,58.7,0.0,13.5,Clay,Cotton,Harvest,Summer,136844.8
5.58,32.3,61.4,21.1,29.1,Sandy,Rice,Growth,Monsoon,193852.2
6.75,28.5,67.9,0.0,19.4,Silty,Sugarcane,Seedling,Winter,196546.9
0.6,22.2,54.4,18.1,16.7,Loamy,Sugarcane,Flowering,Winter,10306.3
4.22,25.0,55.7,19.0,3.1,Clay,Rice,Seedling,Monsoon,94582.6
8.4,30.9,73.2,25.4,13.7,Loamy,Cotton,Harvest,Monsoon,179745.3
3.81,27.9,58.8,2.2,24.3,Sandy,Rice,Flowering,Summer,156710.4
6.66,33.8,75.7,2.5,22.2,Loamy,Cotton,Growth,Monsoon,176638.1
3.64,28.5,47.2,0.8,19.2,Clay,Sugarcane,Seedling,Winter,98347.6
7.51,36.8,34.9,7.6,0.1,Loamy,Wheat,Flowering,Summer,202731.9
7.65,27.1,37.4,0.0,5.9,Sandy,Maize,Harvest,Summer,199730.2
5.51,28.9,59.2,27.3,11.8,Sandy,Maize,Flowering,Monsoon,163153.9
8.53,33.5,84.8,25.6,17.7,Loamy,Maize,Seedling,Monsoon,197792.1
2.77,24.4,59.4,16.2,15.3,Clay,Cotton,Growth,Summer,55233.4
5.96,27.8,69.6,1.0,30.0,Loamy,Sugarcane,Flowering,Winter,232898.7
1.83,18.3,61.4,0.0,26.0,Sandy,Sugarcane,Growth,Winter,68485.6
2.35,30.8,46.0,0.0,12.5,Clay,Sugarcane,Growth,Winter,72331.3
1.29,35.2,53.0,0.0,1.0,Loamy,Cotton,Flowering,Summer,41035.7
2.1,17.1,39.7,0.0,17.2,Silty,Cotton,Flowering,Winter,52463.2
5.65,35.2,51.0,0.0,6.6,Clay,Rice,Growth,Summer,156997.4
3.33,30.6,54.3,8.5,29.8,Loamy,Wheat,Flowering,Summer,88421.9
8.68,25.1,58.9,16.4,4.2,Loamy,Wheat,Seedling,Monsoon,184543.5
5.92,28.8,83.3,14.4,8.7,Silty,Cotton,Seedling,Monsoon,126709.9
1.79,32.0,90.9,0.0,26.0,Loamy,Wheat,Growth,Winter,44252.1
1.89,29.0,27.6,0.9,17.3,Silty,Sugarcane,Harvest,Winter,54599.7
4.79,24.8,72.1,6.8,12.1,Silty,Maize,Harvest,Monsoon,101887.5
9.53,16.2,35.1,7.0,29.2,Silty,Rice,Harvest,Winter,235155.2
2.57,23.2,57.9,0.0,9.7,Silty,Maize,Growth,Winter,62862.5
5.88,27.5,20.0,5.2,18.8,Clay,Rice,Seedling,Winter,146128.8
9.33,33.5,49.5,5.1,28.7,Loamy,Wheat,Flowering,Summer,253860.3
2.01,28.9,57.8,15.3,19.5,Sandy,Sugarcane,Flowering,Winter,80938.9
7.4,38.7,44.1,6.5,2.9,Loamy,Sugarcane,Seedling,Summer,230372.6
1.76,29.6,48.0,12.3,3.6,Clay,Wheat,Harvest,Summer,31032.0
1.17,25.2,73.0,12.7,3.1,Silty,Maize,Growth,Winter,18468.5
4.14,30.3,32.5,14.4,18.3,Loamy,Sugarcane,Flowering,Summer,157732.4
7.36,32.7,64.6,2.0,18.5,Clay,Wheat,Seedling,Monsoon,151890.9
9.02,35.1,30.0,0.0,9.4,Loamy,Wheat,Flowering,Summer,249935.6
6.62,43.6,30.8,1.4,18.2,Sandy,Maize,Growth,Summer,223935.4
5.42,31.9,78.9,11.5,23.8,Loamy,Sugarcane,Harvest,Monsoon,151680.7
1.57,18.0,46.3,2.7,26.7,Sandy,Maize,Flowering,Winter,46485.4
1.75,24.5,74.0,24.2,29.6,Sandy,Rice,Seedling,Monsoon,38672.8
0.63,40.0,55.1,5.7,23.7,Silty,Cotton,Harvest,Summer,18005.6
4.52,30.4,59.2,0.2,9.3,Loamy,Wheat,Flowering,Winter,121098.9
